property_id,purpose,type,added_on,furnishing,price,location,bed_bath_size,permit_number,agent_name,image_url,breadcrumbs,description
Bayut - ABD-AR-7003,For Rent,Apartment,22 June 2024,Furnished,"{""currency"":""AED"",""amount"":""130,000""}","Azizi Riviera 32, Azizi Riviera, Meydan One, Meydan City, Dubai","{""bedrooms"":""2 Beds"",""bathrooms"":""2 Baths"",""size"":""767 sqft""}",,,https://images.bayut.com/thumbnails/727563799-800x600.jpeg,Dubai Apartments > Meydan City > Meydan One > Azizi Riviera > Azizi Riviera 32 > Bayut - ABD-AR-7003,"Welcome to ARABZONE PROPERTIES LLC :Brand New Chiller Free Luxury Huge 2 BHK Kitchen Appliances available for rent in just 130kApartment Description:2BHK Apartment 2 Bath RoomHuge Hall766.93 SqftBuilt-in Wardrobes in RoomWell Equipped American Style Kitchen Central A/C Building Features:PoolGymnasium Free Covered Parking Free Maintenance Security 24/7CCTV Surveillance 24/7ABOUT US :Arabzone Properties is a real estate company based in Dubai, United Arab Emirates. The company offers a range of real estate services, including property sales, leasing, and property management. Arabzone Properties specializes in both residential and commercial properties and offers services to both local and international clients.  Arabzone Properties has a team of experienced professionals who are dedicated to providing high-quality services to their clients. The company is committed to transparency, integrity, and customer satisfaction, and aims to build long-term relationships with its clients. In addition to traditional real estate services, Arabzone Properties also offers property valuation, market research, and investment advisory services to its clients. The company has a strong online presence and provides its clients with up-to-date information on the real estate market in Dubai.        Overall, Arabzone Properties is a reputable and reliable real estate company in Dubai, offering a range of services to its clients and operating with a strong focus on professionalism and customer satisfaction."
Bayut - 2778-NeSRGz,For Rent,Apartment,19 June 2024,Furnished,"{""currency"":""AED"",""amount"":""64,000""}","Elite Business Bay Residence, Business Bay, Dubai","{""bedrooms"":""Studio"",""bathrooms"":""1 Bath"",""size"":""478 sqft""}",,Muhammad Amer,https://images.bayut.com/thumbnails/727224920-800x600.jpeg,Dubai Apartments > Business Bay > Elite Business Bay Residence > Bayut - 2778-NeSRGz,"Foot Print Real Estate is proud to present this spacious and fabulous Fully Furnished Studio Apartment in Elite Business Bay Residence. PROPERTY FEATURES:Location- Business BayBuilding Name- Elite Business Bay ResidenceAbout the apartment:• STUDIO• 1 Bathroom• Modern Finishing• Spacious Layout• High Floor• Parking• Stunning ViewsFACILITIES AND AMENITIES* Covered Parking* Broadband Ready* Central air conditioning* Gymnasium* Shared swimming pool* 24 hours Maintenance* Bank/ATM Facility* Bus services* Business Center* Children's nursery* Children's play area* Communal gardens* Metro station* Public parking* Public transport* Recreational Facilities* Restaurants* Shopping mall* Shops* Walking TrailsFoot Print Real Estate is a Dubai-based real estate brokerage firm, which was formed in April 2008 with a proven track record in successful private real estate investments as well as private property development previously operating in the Emirates of Sharjah since the year 2005."
Bayut - REEM-GV-MRA2-3BR,For Rent,Villa,25 June 2024,Unfurnished,"{""currency"":""AED"",""amount"":""220,000""}","Mira 2, Mira, Reem, Dubai","{""bedrooms"":""3 Beds"",""bathrooms"":""4 Baths"",""size"":""3,196 sqft""}",,Gaurav Rajdev,https://images.bayut.com/thumbnails/727796898-800x600.jpeg,Dubai Villas > Reem > Mira > Mira 2 > Bayut - REEM-GV-MRA2-3BR,"Azco Real Estate is delighted to present this spacious three-bedroom villa located in Mira 2, Reem. The property spans 3,196 square feet and features contemporary, impeccable finishing. PROPERTY FEATURES:- 3 Bedrooms- 4 Bathrooms- Kitchen Appliances- Built-in wardrobes- Balcony- Barbeque area- Central A/C- Pets allowed- Maid's room- Private garage- Study- Gymnasium- Private garden- Covered parking- Children’s play area- Communal gardens- Shared swimming pool- 24/7 Security- Polo club / Clubhouse- Tennis and squash courtsPRICE DETAILS:- Rent Price: AED 220,000/-- Cheques: 2- Security Deposit: AED 11,000/-Mira 2 emerges as an exclusive sub-community, boasting an exquisite collection of villas and townhouses. Comprising five distinct phases and encompassing a total of 18,000 residential units, Mira is strategically positioned within the expansive Reem community in Dubai. In synergy with Mira Oasis, it contributes to the overall development of the Reem area, a visionary project brought to fruition by Emaar. For further details or to arrange a viewing appointment please contact Gaurav Rajdev - Property Consultant.  Thank you for Choosing Azco Real Estate!"
Bayut - DLAND-NH-SOCIO2-2BR-NJ,For Rent,Apartment,12 June 2024,Unfurnished,"{""currency"":""AED"",""amount"":""120,000""}","Socio Tower B, Socio, Dubai Hills Estate, Dubai","{""bedrooms"":""2 Beds"",""bathrooms"":""1 Bath"",""size"":""721 sqft""}",,Naveed Hussain,https://images.bayut.com/thumbnails/726675919-800x600.jpeg,Dubai Apartments > Dubai Hills Estate > Socio > Socio Tower B > Bayut - DLAND-NH-SOCIO2-2BR-NJ,"Azco Real Estate is pleased to offer this magnificent 2 Bedroom Apartment in Socio Tower, Dubai Hills Estate. The property is spread over 721 sq. ft. has a modern outstanding finishing. PROPERTY DETAILS:- 2 Bedroom- 1 Bathroom- Chiller Free- Bright Living- Built-in wardrobes- Balcony- Central A/C- Allocated parking spaces- Modern gymnasium- Shared swimming pool- Children’s play area- 24/H Security- Fire and Fighting alarm systems- Public parks- Shopping malls- 1 ParkingSocio Tower is a renowned project by Emaar Properties located in Dubai Hills Estate, presenting an excellent collection of residences. This architectural masterpiece redefines the opulent lifestyle of the residents. Every aspect of these residences has been carefully curated to provide residents with the utmost comfort and convenience. From the open-concept living spaces that are bathed in natural light to the high-end finishes and fixtures, Socio Tower is a testament to Emaar's commitment to creating homes that exceed expectations. As you step into the meticulously designed interiors of Socio Tower, you will be greeted by a seamless fusion of modern aesthetics and functionality. Buyers, Sellers, and Tenants can reach us anytime. Thank you for Choosing Azco Real Estate."
Bayut - 100121-pXVXZE,For Rent,Apartment,24 June 2024,Furnished,"{""currency"":""AED"",""amount"":""57,000""}","Azizi Riviera 17, Azizi Riviera, Meydan One, Meydan City, Dubai","{""bedrooms"":""Studio"",""bathrooms"":""1 Bath"",""size"":""378 sqft""}",,Fazalullah Ihsanullah,https://images.bayut.com/thumbnails/727760255-800x600.jpeg,Dubai Apartments > Meydan City > Meydan One > Azizi Riviera > Azizi Riviera 17 > Bayut - 100121-pXVXZE,"'-Mieyar Real Estate Company is thrilled to offer this remarkable deal For Rent in Azizi Riviera . Property Features/Amenities:-Brand New , Fully Furnished , LAGOON Ad Pool View , Best Price , Large Layout , -Studio apartment for Rent. -10 Minutes Drive to Burjkhalifa Dubai mall. - Full bulivard views- New building-Easy Access-24 Hours Security-Area Sqft: 401 sqft-Cover Parking - Heart of Dubai. - Visitor ParkingMieyar Real Estate Company: It is a real estate company based on foundations and principles for the convenience of its customers since 2018, specialized in selling and managing real estate in the emirates of Dubai and Sharjah. Mieyar Real Estate CompanyOur promise is your satisfaction. Email: Send e-mailhttps://instagram. com/mou_hussen?igshid=OGQ5ZDc2ODk2ZA== Visit Our website: www. mieyaruae. comLicense since 2021"
Bayut - PP-R-7587,For Rent,Villa,19 June 2024,Unfurnished,"{""currency"":""AED"",""amount"":""320,000""}","The Springs 4, The Springs, Dubai","{""bedrooms"":""3 Beds"",""bathrooms"":""3 Baths"",""size"":""2,904 sqft""}",,Tristan Money,https://images.bayut.com/thumbnails/727214800-800x600.jpeg,Dubai Villas > The Springs > The Springs 4 > Bayut - PP-R-7587,"Paragon Properties presents this beautifully maintained Type 2E villa, situated in the serene Springs 4 community. - Springs 4- On The Lake- 3 Bedrooms- 3 Bathrooms- Separate Maid's Room- Plenty Of Storage- Upstairs Private Study Room- Large Living Area- Great Natural Light- Well-Maintained Garden- Upgraded Flooring- Fully Upgraded Kitchen- Good Location- 2 Parking Spaces- 4724 Sq. Ft. PlotThis impressive one of a kind property features an independent entrance, a generously sized family room or study, a sunlit living and dining area, and a well-appointed kitchen with direct access to the expansive garden. Upstairs, discover three bedrooms, including a master suite with en-suite bathroom and garden-facing balcony, while the other two bedrooms share a bathroom. Available from April, this villa offers the perfect blend of comfort and convenience for your family's enjoyment. This property can come fully furnished if requested. Contact Paragon Properties to arrange a viewing today!"
Bayut - 100121-3OkUlB,For Rent,Apartment,10 June 2024,Unfurnished,"{""currency"":""AED"",""amount"":""42,000""}","Azizi Riviera 45, Azizi Riviera, Meydan One, Meydan City, Dubai","{""bedrooms"":""Studio"",""bathrooms"":""1 Bath"",""size"":""351 sqft""}",,Fazalullah Ihsanullah,https://images.bayut.com/thumbnails/726357007-800x600.jpeg,Dubai Apartments > Meydan City > Meydan One > Azizi Riviera > Azizi Riviera 45 > Bayut - 100121-3OkUlB,"'-Mieyar Real Estate Company is thrilled to offer this remarkable deal For Rent in Azizi Riviera 45 . Property Features/Amenities:-Studio Apartment-Studio apartment for Rent. -10 Minutes Drive to Burjkhalifa Dubai mall. - Full bulivard views- New building-Easy Access-24 Hours Security-Area Sqft: 32.64sq. m -Cover Parking- Heart of Dubai. - Visitor ParkingMieyar Real Estate Company: It is a real estate company based on foundations and principles for the convenience of its customers since 2018, specialized in selling and managing real estate in the emirates of Dubai and Sharjah. Mieyar Real Estate CompanyOur promise is your satisfaction. Email: Send e-mailhttps://instagram. com/mou_hussen?igshid=OGQ5ZDc2ODk2ZA==Visit Our website: www. mieyaruae. comLicense since 2021"
Bayut - Wahab Furnished Studio 50k,For Rent,Apartment,11 June 2024,Furnished,"{""currency"":""AED"",""amount"":""50,000""}","Burj View Residence, Arjan, Dubai","{""bedrooms"":""Studio"",""bathrooms"":""1 Bath"",""size"":""464 sqft""}",,Muhammad Wahab Shareef,https://images.bayut.com/thumbnails/727893508-800x600.jpeg,Dubai Apartments > Arjan > Burj View Residence > Bayut - Wahab Furnished Studio 50k,"Arjan Is A New District Within Dubai Land, Situated On The Outskirts Of Dubai. To Its Immediate North, You Will Find The Community Of Al Barsha South. Going South Of The Border, You'll Find Sheikh Mohammed Bin Zaid Road. Further Down South, You'll be Pleased To Find Yourself In Dubai Motor City - Home to Dubai Autodrome. Arjan Is Popular For Having Two Of The Most Visited Parks in Dubai. Dubai Miracle Garden and Dubai Butterfly Garden. Property Wise The Community of Arjan Has Several Shops For Rent. . Property Price Details:Rent: 50000 (AED)Number of Cheques: 4• Parking Space• 24/7 Security• Air Conditioning• Newly Built Property• Lavish FinishingLocation Is Very Accessible To The Following:•5 Min drive to Al Barsha City Center•24 Min drive to Dragon Mart•8 Min drive to Dubai Sports City•8 Min Drive to JLT & Marina•6 Min Drive to Dubai Internet City•21 Min drive to Dubai Mall•18 Min drive to Al Khail Mall. Who We Are?• CREATIVE LINES REAL ESTATE RERA Licensed Organization Established by Professionalism, Integrity, Accountability and Quality Service Giving You The Most Profitable Quick Sale/Rental Solutions Today. Register Your Dubai Properties with us Today And Take Advantage Of Our Professional Property Services. We Think Through What People Want And Look At What Others Fail To Give. •Contact Details:(Call & What’s App)Muhammad Wahab SharifView Contact Detail"
Bayut - axc-3978496,For Rent,Apartment,25 June 2024,Unfurnished,"{""currency"":""AED"",""amount"":""55,000""}","Armada Tower 1, Armada Towers, JLT Cluster P, Jumeirah Lake Towers (JLT), Dubai","{""bedrooms"":""Studio"",""bathrooms"":""1 Bath"",""size"":""481 sqft""}",,Dumitru Ciobanu,https://images.bayut.com/thumbnails/727960128-800x600.jpeg,Dubai Apartments > Jumeirah Lake Towers (JLT) > JLT Cluster P > Armada Towers > Armada Tower 1 > Bayut - axc-3978496,"AX CAPITAL Real Estate is proud to present this bright studio in the desired community of Jumeirah Lake Towers!Located on a high floor this studio apartment is bright and spacious, when you enter the apartment, you will find an open plan layout with a good-sized kitchen leading onto a spacious living/bedroom space. The apartment doesn't have a balcony however a large window allows lots of natural light. The apartment also comes with a private bathroom. - Available now- Amazing JLT view - Well Maintained- High floor - Easy access to metro station - Swimming pool- Children playing area- Pets Allowed- Security 24/7- Shared Pool- Central A/C- Shared GymProperty Reference no. axcView Contact DetailDon't miss the opportunity to make this exceptional property your home. Contact us today to schedule a viewing and experience the epitome of luxury living in JLT.    Get in touch with an AX CAPITAL agent today. We would love to hear from you. AX CAPITAL was built upon a desire to create a real estate agency of the modern era where the customer is central to everything we do. With our values clearly defined, we are committed to continuously evolving as a real estate agency. This passion and dedication mark the foundation of AX CAPITAL and make us different.        Explore Our Services:    - AX MANAGEMENT- AX DESIGN- AX CORPORATE"
Bayut - MRB-2163,For Rent,Apartment,25 June 2024,Furnished,"{""currency"":""AED"",""amount"":""110,000""}","Millennium Binghatti Residences, Business Bay, Dubai","{""bedrooms"":""1 Bed"",""bathrooms"":""2 Baths"",""size"":""842 sqft""}",,Svetlana   Vasilieva,https://images.bayut.com/thumbnails/727800260-800x600.jpeg,Dubai Apartments > Business Bay > Millennium Binghatti Residences > Bayut - MRB-2163,"Property Features* 1 Bedroom* 2 Bathrooms* High floor* Ready to move in* Burj Khalifa View * Kitchen Open and Fully Fitted* No. of Parking* Balcony* No. of Cheques:  1* Security Deposit: 5% for Unfurnished, 10% FurnishedCommunity Amenities* Gymnasium* Shopping mall* Security* Shops* Public parkingMillennium Binghatti sets a new standard for contemporary living in Dubai. With its striking architecture and luxurious amenities, this residential tower offers residents an unparalleled lifestyle experience. From state-of-the-art fitness facilities to stylish communal areas, Millennium Binghatti is designed to cater to the needs and preferences of its residentsBusiness Bay stands as a vibrant and dynamic district, epitomizing the essence of modern urban living in Dubai. Spanning across a sprawling landscape flanking the iconic Dubai Water Canal, this bustling neighborhood is renowned for its impressive skyscrapers, bustling commercial hubs, and upscale residential developmentsMetropolitan Premium Properties (MPP) is dedicated to delivering our clients a wide array of services: sales, rentals, property management, consulting services, mortgage brokerage, and many more."
